vendor_id,vendor_name,source,source_index,source_vendor_name,item_id,title,description,price_cents,category,tags,calories,protein,fat,carbs,ingest_ts,calories_imputed,calories_confidence,calories_source,local_match_score,local_match_name
3264c85c,swad gomantak,partner_menus.json,134,Swad Gomantak,3264c85c-134,Mutton Handi,,550,,,,,,,2025-12-16T13:42:42.743320,,,,,
3264c85c,swad gomantak,partner_menus.json,135,Swad Gomantak,3264c85c-135,Mutton Maratha Handi,,550,,,,,,,2025-12-16T13:42:42.743325,,,,,
3264c85c,swad gomantak,partner_menus.json,136,Swad Gomantak,3264c85c-136,Mutton Masala,,550,,,,,,,2025-12-16T13:42:42.743329,,,,,
3264c85c,swad gomantak,partner_menus.json,137,Swad Gomantak,3264c85c-137,Mutton Tawa Dry,,550,,,,,,,2025-12-16T13:42:42.743333,,,,,
3264c85c,swad gomantak,partner_menus.json,138,Swad Gomantak,3264c85c-138,Veg Malwani Handi,,260,,,,,,,2025-12-16T13:42:42.743338,,,,,
3264c85c,swad gomantak,partner_menus.json,139,Swad Gomantak,3264c85c-139,Mix Veg,,160,,,,,,,2025-12-16T13:42:42.743342,,,,,
3264c85c,swad gomantak,partner_menus.json,140,Swad Gomantak,3264c85c-140,Paneer Handi,,270,,,265.0,,,,2025-12-16T13:42:42.743346,True,0.9,local_indian_nutrition,90.0,paneer
3264c85c,swad gomantak,partner_menus.json,141,Swad Gomantak,3264c85c-141,Paneer Bhurji,,180,,,265.0,,,,2025-12-16T13:42:42.743350,True,0.9,local_indian_nutrition,90.0,paneer
3264c85c,swad gomantak,partner_menus.json,142,Swad Gomantak,3264c85c-142,Matar Paneer,,170,,,265.0,,,,2025-12-16T13:42:42.743354,True,0.9,local_indian_nutrition,90.0,paneer
3264c85c,swad gomantak,partner_menus.json,143,Swad Gomantak,3264c85c-143,Veg Handi,,250,,,,,,,2025-12-16T13:42:42.743359,,,,,
3264c85c,swad gomantak,partner_menus.json,144,Swad Gomantak,3264c85c-144,Veg Kadai,,250,,,,,,,2025-12-16T13:42:42.743364,,,,,
3264c85c,swad gomantak,partner_menus.json,145,Swad Gomantak,3264c85c-145,Dal Fry,,120,,,,,,,2025-12-16T13:42:42.743368,,,,,
3264c85c,swad gomantak,partner_menus.json,146,Swad Gomantak,3264c85c-146,Dal Tadka,,130,,,108.0,,,,2025-12-16T13:42:42.743373,True,0.9,local_indian_nutrition,100.0,dal tadka
3264c85c,swad gomantak,partner_menus.json,147,Swad Gomantak,3264c85c-147,Veg Saguti,,170,,,,,,,2025-12-16T13:42:42.743377,,,,,
3264c85c,swad gomantak,partner_menus.json,148,Swad Gomantak,3264c85c-148,Veg Tawa,,170,,,,,,,2025-12-16T13:42:42.743381,,,,,
3264c85c,swad gomantak,partner_menus.json,149,Swad Gomantak,3264c85c-149,Paneer Butter Masala,,200,,,265.0,,,,2025-12-16T13:42:42.743386,True,0.9,local_indian_nutrition,90.0,paneer
3264c85c,swad gomantak,partner_menus.json,150,Swad Gomantak,3264c85c-150,Lasooni Dal,,130,,,,,,,2025-12-16T13:42:42.743390,,,,,
3264c85c,swad gomantak,partner_menus.json,151,Swad Gomantak,3264c85c-151,Paneer Kadhai,,270,,,265.0,,,,2025-12-16T13:42:42.743394,True,0.9,local_indian_nutrition,90.0,paneer
3264c85c,swad gomantak,partner_menus.json,152,Swad Gomantak,3264c85c-152,Green Peas Masala,,120,,,185.0,,,,2025-12-16T13:42:42.743398,True,0.6,local_indian_nutrition,85.5,masala dosa
3264c85c,swad gomantak,partner_menus.json,153,Swad Gomantak,3264c85c-153,Shev Bhaji,,120,,,,,,,2025-12-16T13:42:42.743402,,,,,
3264c85c,swad gomantak,partner_menus.json,154,Swad Gomantak,3264c85c-154,Egg Curry,,170,,,164.0,,,,2025-12-16T13:42:42.743407,True,0.6,local_indian_nutrition,85.5,chickpeas curry
3264c85c,swad gomantak,partner_menus.json,155,Swad Gomantak,3264c85c-155,Egg Masala,,170,,,,,,,2025-12-16T13:42:42.743411,,,,,
3264c85c,swad gomantak,partner_menus.json,156,Swad Gomantak,3264c85c-156,Egg Bhurji,,100,,,,,,,2025-12-16T13:42:42.743415,,,,,
3264c85c,swad gomantak,partner_menus.json,157,Swad Gomantak,3264c85c-157,Egg Omelette,,90,,,154.0,,,,2025-12-16T13:42:42.743419,True,0.9,local_indian_nutrition,90.0,omelette
3264c85c,swad gomantak,partner_menus.json,158,Swad Gomantak,3264c85c-158,Boiled Egg,,60,,,155.0,,,,2025-12-16T13:42:42.743423,True,0.9,local_indian_nutrition,95.0,egg boiled
3264c85c,swad gomantak,partner_menus.json,159,Swad Gomantak,3264c85c-159,Prawns 65,,590,,,,,,,2025-12-16T13:42:42.743428,,,,,
3264c85c,swad gomantak,partner_menus.json,160,Swad Gomantak,3264c85c-160,Tossed Prawns [8 Pieces],,590,,,,,,,2025-12-16T13:42:42.743432,,,,,
3264c85c,swad gomantak,partner_menus.json,161,Swad Gomantak,3264c85c-161,Prawns Koliwada [8 Pieces],,590,,,,,,,2025-12-16T13:42:42.743436,,,,,
3264c85c,swad gomantak,partner_menus.json,162,Swad Gomantak,3264c85c-162,Prawn Golden Fried,,490,,,,,,,2025-12-16T13:42:42.743440,,,,,
3264c85c,swad gomantak,partner_menus.json,163,Swad Gomantak,3264c85c-163,Tossed Crab,,590,,,,,,,2025-12-16T13:42:42.743445,,,,,
3264c85c,swad gomantak,partner_menus.json,164,Swad Gomantak,3264c85c-164,Crab Lollipop [6 Pieces],,400,,,,,,,2025-12-16T13:42:42.743449,,,,,
3264c85c,swad gomantak,partner_menus.json,165,Swad Gomantak,3264c85c-165,Fish Fingers [6 Pieces],,340,,,135.0,,,,2025-12-16T13:42:42.743453,True,0.6,local_indian_nutrition,85.5,fish curry
3264c85c,swad gomantak,partner_menus.json,166,Swad Gomantak,3264c85c-166,Chicken Lollipop [6 Pieces],,300,,,165.0,,,,2025-12-16T13:42:42.743457,True,0.6,local_indian_nutrition,85.5,chicken curry
3264c85c,swad gomantak,partner_menus.json,167,Swad Gomantak,3264c85c-167,Chicken Tava Fry,,250,,,,,,,2025-12-16T13:42:42.743461,,,,,
3264c85c,swad gomantak,partner_menus.json,168,Swad Gomantak,3264c85c-168,Crab Lasooni Tadka,,590,,,108.0,,,,2025-12-16T13:42:42.743466,True,0.6,local_indian_nutrition,85.5,dal tadka
3264c85c,swad gomantak,partner_menus.json,169,Swad Gomantak,3264c85c-169,Prawns Chilli,,490,,,,,,,2025-12-16T13:42:42.743470,,,,,
3264c85c,swad gomantak,partner_menus.json,170,Swad Gomantak,3264c85c-170,Prawns Lasooni Tadka [6 Pieces],,590,,,108.0,,,,2025-12-16T13:42:42.743474,True,0.6,local_indian_nutrition,85.5,dal tadka
3264c85c,swad gomantak,partner_menus.json,171,Swad Gomantak,3264c85c-171,Chicken Lasuni Tadka,,300,,,108.0,,,,2025-12-16T13:42:42.743478,True,0.6,local_indian_nutrition,85.5,dal tadka
3264c85c,swad gomantak,partner_menus.json,172,Swad Gomantak,3264c85c-172,Tossed Prawns,,590,,,,,,,2025-12-16T13:42:42.743482,,,,,
3264c85c,swad gomantak,partner_menus.json,173,Swad Gomantak,3264c85c-173,Prawns Tawa Fry,,490,,,,,,,2025-12-16T13:42:42.743487,,,,,
3264c85c,swad gomantak,partner_menus.json,174,Swad Gomantak,3264c85c-174,Surmai Tawa Fry,,690,,,,,,,2025-12-16T13:42:42.743491,,,,,
3264c85c,swad gomantak,partner_menus.json,175,Swad Gomantak,3264c85c-175,Pomfret Tawa Fry,,610,,,,,,,2025-12-16T13:42:42.743495,,,,,
3264c85c,swad gomantak,partner_menus.json,176,Swad Gomantak,3264c85c-176,Bangada Tawa Fry,,250,,,,,,,2025-12-16T13:42:42.743500,,,,,
3264c85c,swad gomantak,partner_menus.json,177,Swad Gomantak,3264c85c-177,Surmai Rava Fry,,690,,,,,,,2025-12-16T13:42:42.743504,,,,,
3264c85c,swad gomantak,partner_menus.json,178,Swad Gomantak,3264c85c-178,Pomfret Rava Fry,,630,,,,,,,2025-12-16T13:42:42.743508,,,,,
3264c85c,swad gomantak,partner_menus.json,179,Swad Gomantak,3264c85c-179,Prawns Rava Fry,,600,,,,,,,2025-12-16T13:42:42.743512,,,,,
3264c85c,swad gomantak,partner_menus.json,180,Swad Gomantak,3264c85c-180,Bombil Rava Fry,,390,,,,,,,2025-12-16T13:42:42.743516,,,,,
3264c85c,swad gomantak,partner_menus.json,181,Swad Gomantak,3264c85c-181,Mandeli Rava Fry,,260,,,,,,,2025-12-16T13:42:42.743521,,,,,
3264c85c,swad gomantak,partner_menus.json,182,Swad Gomantak,3264c85c-182,Bangda Rava Fry,,490,,,,,,,2025-12-16T13:42:42.743525,,,,,
3264c85c,swad gomantak,partner_menus.json,183,Swad Gomantak,3264c85c-183,Crab Masala,,590,,,,,,,2025-12-16T13:42:42.743529,,,,,
3264c85c,swad gomantak,partner_menus.json,184,Swad Gomantak,3264c85c-184,Crab Sukka,,590,,,,,,,2025-12-16T13:42:42.743535,,,,,
3264c85c,swad gomantak,partner_menus.json,185,Swad Gomantak,3264c85c-185,Crab Konkan Curry,,590,,,135.0,,,,2025-12-16T13:42:42.743539,True,0.6,local_indian_nutrition,85.5,fish curry
3264c85c,swad gomantak,partner_menus.json,186,Swad Gomantak,3264c85c-186,Crab Curry,,510,,,164.0,,,,2025-12-16T13:42:42.743543,True,0.6,local_indian_nutrition,85.5,chickpeas curry
3264c85c,swad gomantak,partner_menus.json,187,Swad Gomantak,3264c85c-187,Solkadi,,70,,,,,,,2025-12-16T13:42:42.743548,,,,,
3264c85c,swad gomantak,partner_menus.json,188,Swad Gomantak,3264c85c-188,Kokum Sharbat,,40,,,,,,,2025-12-16T13:42:42.743552,,,,,
3264c85c,swad gomantak,partner_menus.json,189,Swad Gomantak,3264c85c-189,Mirgund Papad,,35,,,,,,,2025-12-16T13:42:42.743556,,,,,
3264c85c,swad gomantak,partner_menus.json,190,Swad Gomantak,3264c85c-190,Roasted Papad,,20,,,,,,,2025-12-16T13:42:42.743560,,,,,
3264c85c,swad gomantak,partner_menus.json,191,Swad Gomantak,3264c85c-191,Paneer 65 [8 Piece],,310,,,265.0,,,,2025-12-16T13:42:42.743565,True,0.9,local_indian_nutrition,90.0,paneer
3264c85c,swad gomantak,partner_menus.json,192,Swad Gomantak,3264c85c-192,Paneer Chilly [8 Piece],,310,,,265.0,,,,2025-12-16T13:42:42.743569,True,0.9,local_indian_nutrition,90.0,paneer
3264c85c,swad gomantak,partner_menus.json,193,Swad Gomantak,3264c85c-193,Surmai Fry [1 Pieces] With Prawns Curry & Steamed Rice,,699,,,130.0,,,,2025-12-16T13:42:42.743573,True,0.6,local_indian_nutrition,85.5,rice white cooked
3264c85c,swad gomantak,partner_menus.json,194,Swad Gomantak,3264c85c-194,Chicken Thali With Prawns Fry,,670,,,165.0,,,,2025-12-16T13:42:42.743577,True,0.6,local_indian_nutrition,85.5,chicken curry
3264c85c,swad gomantak,partner_menus.json,195,Swad Gomantak,3264c85c-195,Chicken Thali With Surmai Fry,,670,,,165.0,,,,2025-12-16T13:42:42.743581,True,0.6,local_indian_nutrition,85.5,chicken curry
3264c85c,swad gomantak,partner_menus.json,196,Swad Gomantak,3264c85c-196,Pomfret Fry With Prawns Curry & Steamed Rice,,599,,,130.0,,,,2025-12-16T13:42:42.743585,True,0.6,local_indian_nutrition,85.5,rice white cooked
3264c85c,swad gomantak,partner_menus.json,197,Swad Gomantak,3264c85c-197,Prawns Fry With Prawns Curry & Steamed Rice,,750,,,130.0,,,,2025-12-16T13:42:42.743592,True,0.6,local_indian_nutrition,85.5,rice white cooked
3264c85c,swad gomantak,partner_menus.json,198,Swad Gomantak,3264c85c-198,Bangda Fry With Prawns Curry & Steamed Rice,,490,,,130.0,,,,2025-12-16T13:42:42.743596,True,0.6,local_indian_nutrition,85.5,rice white cooked
3264c85c,swad gomantak,partner_menus.json,199,Swad Gomantak,3264c85c-199,Bombil Fry With Prawns Curry & Steamed Rice,,400,,,130.0,,,,2025-12-16T13:42:42.743600,True,0.6,local_indian_nutrition,85.5,rice white cooked
3264c85c,swad gomantak,partner_menus.json,200,Swad Gomantak,3264c85c-200,Chicken Thali With Bangda Fry,,580,,,165.0,,,,2025-12-16T13:42:42.743605,True,0.6,local_indian_nutrition,85.5,chicken curry
3264c85c,swad gomantak,partner_menus.json,201,Swad Gomantak,3264c85c-201,Chicken Thali With Bombil Fry,,580,,,165.0,,,,2025-12-16T13:42:42.743609,True,0.6,local_indian_nutrition,85.5,chicken curry
3264c85c,swad gomantak,partner_menus.json,202,Swad Gomantak,3264c85c-202,Kolambi Bhaat,,550,,,,,,,2025-12-16T13:42:42.743613,,,,,
3264c85c,swad gomantak,partner_menus.json,203,Swad Gomantak,3264c85c-203,Prawns Biryani,,599,,,,,,,2025-12-16T13:42:42.743617,,,,,
3264c85c,swad gomantak,partner_menus.json,204,Swad Gomantak,3264c85c-204,Mutton Biryani,,590,,,,,,,2025-12-16T13:42:42.743621,,,,,
3264c85c,swad gomantak,partner_menus.json,205,Swad Gomantak,3264c85c-205,Fish Biryani,,699,,,,,,,2025-12-16T13:42:42.743626,,,,,
3264c85c,swad gomantak,partner_menus.json,206,Swad Gomantak,3264c85c-206,Chicken Biryani,,450,,,185.0,,,,2025-12-16T13:42:42.743630,True,0.9,local_indian_nutrition,95.0,biryani chicken
3264c85c,swad gomantak,partner_menus.json,207,Swad Gomantak,3264c85c-207,Egg Biryani,,350,,,165.0,,,,2025-12-16T13:42:42.743634,True,0.6,local_indian_nutrition,85.5,biryani vegetable
3264c85c,swad gomantak,partner_menus.json,208,Swad Gomantak,3264c85c-208,Veg Biryani,,290,,,165.0,,,,2025-12-16T13:42:42.743638,True,0.6,local_indian_nutrition,85.5,biryani vegetable
3264c85c,swad gomantak,partner_menus.json,209,Swad Gomantak,3264c85c-209,Dal Khichdi,,250,,,120.0,,,,2025-12-16T13:42:42.743643,True,0.9,local_indian_nutrition,90.0,khichdi
3264c85c,swad gomantak,partner_menus.json,210,Swad Gomantak,3264c85c-210,Jeera Rice,,110,,,130.0,,,,2025-12-16T13:42:42.743647,True,0.6,local_indian_nutrition,85.5,rice white cooked
3264c85c,swad gomantak,partner_menus.json,211,Swad Gomantak,3264c85c-211,Plain Rice,,89,,,130.0,,,,2025-12-16T13:42:42.743651,True,0.6,local_indian_nutrition,85.5,rice white cooked
3264c85c,swad gomantak,partner_menus.json,212,Swad Gomantak,3264c85c-212,Paneer Biryani,,300,,,265.0,,,,2025-12-16T13:42:42.743655,True,0.9,local_indian_nutrition,90.0,paneer
3264c85c,swad gomantak,partner_menus.json,213,Swad Gomantak,3264c85c-213,Surmai Chatpata Biryani,,599,,,185.0,,,,2025-12-16T13:42:42.743660,True,0.6,local_indian_nutrition,85.5,biryani chicken
3264c85c,swad gomantak,partner_menus.json,214,Swad Gomantak,3264c85c-214,Crab Lahsuni Biryani,,599,,,,,,,2025-12-16T13:42:42.743664,,,,,
3264c85c,swad gomantak,partner_menus.json,215,Swad Gomantak,3264c85c-215,Pomfret Fry Biryani,,599,,,,,,,2025-12-16T13:42:42.743668,,,,,
3264c85c,swad gomantak,partner_menus.json,216,Swad Gomantak,3264c85c-216,Mutton Kolhapuri Biryani,,550,,,185.0,,,,2025-12-16T13:42:42.743672,True,0.6,local_indian_nutrition,85.5,biryani chicken
3264c85c,swad gomantak,partner_menus.json,217,Swad Gomantak,3264c85c-217,Chicken Kolhapuri Biryani,,350,,,165.0,,,,2025-12-16T13:42:42.743676,True,0.6,local_indian_nutrition,85.5,chicken curry
3264c85c,swad gomantak,partner_menus.json,218,Swad Gomantak,3264c85c-218,Bangda Fry Masala Biryani,,450,,,185.0,,,,2025-12-16T13:42:42.743681,True,0.6,local_indian_nutrition,85.5,masala dosa
3264c85c,swad gomantak,partner_menus.json,219,Swad Gomantak,3264c85c-219,Veg Kolhapuri Biryani,,300,,,,,,,2025-12-16T13:42:42.743685,,,,,
3264c85c,swad gomantak,partner_menus.json,220,Swad Gomantak,3264c85c-220,Crab Lasuni Biryani,,599,,,,,,,2025-12-16T13:42:42.743689,,,,,
3264c85c,swad gomantak,partner_menus.json,221,Swad Gomantak,3264c85c-221,Chicken Lasooni Tadka [6 Pieces](soup),,330,,,108.0,,,,2025-12-16T13:42:42.743693,True,0.6,local_indian_nutrition,85.5,dal tadka
3264c85c,swad gomantak,partner_menus.json,222,Swad Gomantak,3264c85c-222,Chicken Chilli,,300,,,,,,,2025-12-16T13:42:42.743698,,,,,
3264c85c,swad gomantak,partner_menus.json,223,Swad Gomantak,3264c85c-223,Crab Soup,,280,,,,,,,2025-12-16T13:42:42.743702,,,,,
3264c85c,swad gomantak,partner_menus.json,224,Swad Gomantak,3264c85c-224,Chicken Soup,,180,,,,,,,2025-12-16T13:42:42.743707,,,,,
3264c85c,swad gomantak,partner_menus.json,225,Swad Gomantak,3264c85c-225,Prawns Soup,,280,,,,,,,2025-12-16T13:42:42.743712,,,,,
3264c85c,swad gomantak,partner_menus.json,226,Swad Gomantak,3264c85c-226,Chicken Clear Soup,,140,,,,,,,2025-12-16T13:42:42.743716,,,,,
3264c85c,swad gomantak,partner_menus.json,227,Swad Gomantak,3264c85c-227,Potato Bhaji,,120,,,,,,,2025-12-16T13:42:42.743720,,,,,
3264c85c,swad gomantak,partner_menus.json,228,Swad Gomantak,3264c85c-228,Veg Soup,,140,,,,,,,2025-12-16T13:42:42.743726,,,,,
3264c85c,swad gomantak,partner_menus.json,229,Swad Gomantak,3264c85c-229,Mutton Soup,,190,,,,,,,2025-12-16T13:42:42.743731,,,,,
3264c85c,swad gomantak,partner_menus.json,230,Swad Gomantak,3264c85c-230,Mutton Clear Soup,,180,,,,,,,2025-12-16T13:42:42.743735,,,,,
3264c85c,swad gomantak,partner_menus.json,231,Swad Gomantak,3264c85c-231,Chicken Tawa Fry,,330,,,,,,,2025-12-16T13:42:42.743739,,,,,
3264c85c,swad gomantak,partner_menus.json,232,Swad Gomantak,3264c85c-232,Chicken Oil Fry [8 Pieces],,300,,,165.0,,,,2025-12-16T13:42:42.743744,True,0.6,local_indian_nutrition,85.5,chicken curry
3264c85c,swad gomantak,partner_menus.json,233,Swad Gomantak,3264c85c-233,Rice Bhakri,,49,,,130.0,,,,2025-12-16T13:42:42.743748,True,0.6,local_indian_nutrition,85.5,rice white cooked
3264c85c,swad gomantak,partner_menus.json,234,Swad Gomantak,3264c85c-234,Chapati,,29,,,297.0,,,,2025-12-16T13:42:42.743752,True,0.9,local_indian_nutrition,100.0,chapati
3264c85c,swad gomantak,partner_menus.json,235,Swad Gomantak,3264c85c-235,Vada [2 Pieces],,70,,,240.0,,,,2025-12-16T13:42:42.743757,True,0.9,local_indian_nutrition,90.0,vada
ac4ec427,shree krishna veg es,partner_menus.json,236,shree krishna veg menues,ac4ec427-236,Kaju Paneer Masala,,360,,,,,,,2025-12-16T13:42:42.743762,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,237,shree krishna veg menues,ac4ec427-237,Paneer Tikka Masala,,360,,,,,,,2025-12-16T13:42:42.743767,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,238,shree krishna veg menues,ac4ec427-238,Palak Paneer,,330,,,,,,,2025-12-16T13:42:42.743772,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,239,shree krishna veg menues,ac4ec427-239,Paneer Tawa Masala..,,360,,,,,,,2025-12-16T13:42:42.743776,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,240,shree krishna veg menues,ac4ec427-240,Kofta Zaikedar,,360,,,,,,,2025-12-16T13:42:42.743780,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,241,shree krishna veg menues,ac4ec427-241,Nargis Kofta Curry.,,340,,,,,,,2025-12-16T13:42:42.743785,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,242,shree krishna veg menues,ac4ec427-242,Paneer Rajwadi,,360,,,,,,,2025-12-16T13:42:42.743789,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,243,shree krishna veg menues,ac4ec427-243,Paneer Lazeez.,,350,,,,,,,2025-12-16T13:42:42.743794,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,244,shree krishna veg menues,ac4ec427-244,Maharaja Veg,,330,,,,,,,2025-12-16T13:42:42.743798,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,245,shree krishna veg menues,ac4ec427-245,Paneer Butter Masala..,,360,,,,,,,2025-12-16T13:42:42.743803,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,246,shree krishna veg menues,ac4ec427-246,Paneer Bhurji,,360,,,,,,,2025-12-16T13:42:42.743807,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,247,shree krishna veg menues,ac4ec427-247,Subz Maratha,,360,,,,,,,2025-12-16T13:42:42.743811,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,248,shree krishna veg menues,ac4ec427-248,Paneer Amritsari,,360,,,,,,,2025-12-16T13:42:42.743816,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,249,shree krishna veg menues,ac4ec427-249,Subz Patiala,,360,,,,,,,2025-12-16T13:42:42.743820,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,250,shree krishna veg menues,ac4ec427-250,Krishna Special Veg Curry,,370,,,,,,,2025-12-16T13:42:42.743825,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,251,shree krishna veg menues,ac4ec427-251,Paneer Musallam,,350,,,,,,,2025-12-16T13:42:42.743829,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,252,shree krishna veg menues,ac4ec427-252,Paneer Kolhapuri,,350,,,,,,,2025-12-16T13:42:42.743834,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,253,shree krishna veg menues,ac4ec427-253,Paneer Golati,,360,,,,,,,2025-12-16T13:42:42.743838,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,254,shree krishna veg menues,ac4ec427-254,Paneer Chatpata..,,360,,,,,,,2025-12-16T13:42:42.743842,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,255,shree krishna veg menues,ac4ec427-255,Subz Bhuna,,350,,,,,,,2025-12-16T13:42:42.743847,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,256,shree krishna veg menues,ac4ec427-256,Subz Diwani Handi,,340,,,,,,,2025-12-16T13:42:42.743851,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,257,shree krishna veg menues,ac4ec427-257,Kaju Tawa Paneer,,360,,,,,,,2025-12-16T13:42:42.743856,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,258,shree krishna veg menues,ac4ec427-258,Mirch Paneer,,360,,,,,,,2025-12-16T13:42:42.743860,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,259,shree krishna veg menues,ac4ec427-259,Malai Kofta Curry,,340,,,,,,,2025-12-16T13:42:42.743865,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,260,shree krishna veg menues,ac4ec427-260,Chole Bhatura,,330,,,,,,,2025-12-16T13:42:42.743869,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,261,shree krishna veg menues,ac4ec427-261,Paneer Kofta,,350,,,,,,,2025-12-16T13:42:42.743875,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,262,shree krishna veg menues,ac4ec427-262,Subz Jalfrezi,,330,,,,,,,2025-12-16T13:42:42.743880,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,263,shree krishna veg menues,ac4ec427-263,Subz Kolhapuri.,,330,,,,,,,2025-12-16T13:42:42.743885,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,264,shree krishna veg menues,ac4ec427-264,Methi Mutter Malai,,330,,,,,,,2025-12-16T13:42:42.743890,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,265,shree krishna veg menues,ac4ec427-265,Paneer Do Pyaza,,320,,,,,,,2025-12-16T13:42:42.743895,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,266,shree krishna veg menues,ac4ec427-266,Sam Savera,,340,,,,,,,2025-12-16T13:42:42.743899,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,267,shree krishna veg menues,ac4ec427-267,Subz Peshawari,,340,,,,,,,2025-12-16T13:42:42.743904,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,268,shree krishna veg menues,ac4ec427-268,Dum Alu Kashmiri,,330,,,,,,,2025-12-16T13:42:42.743908,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,269,shree krishna veg menues,ac4ec427-269,Subz Chilly Milly,,320,,,,,,,2025-12-16T13:42:42.743913,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,270,shree krishna veg menues,ac4ec427-270,Mashroom Baby,,330,,,,,,,2025-12-16T13:42:42.743917,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,271,shree krishna veg menues,ac4ec427-271,Navaratna Kurma,,330,,,,,,,2025-12-16T13:42:42.743922,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,272,shree krishna veg menues,ac4ec427-272,Mushroom Tawa Masala :,,300,,,,,,,2025-12-16T13:42:42.743926,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,273,shree krishna veg menues,ac4ec427-273,Corn Masala,,330,,,,,,,2025-12-16T13:42:42.743931,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,274,shree krishna veg menues,ac4ec427-274,Cheese Peas Curry,,320,,,,,,,2025-12-16T13:42:42.743935,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,275,shree krishna veg menues,ac4ec427-275,Mushroom Masala,,290,,,,,,,2025-12-16T13:42:42.743940,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,276,shree krishna veg menues,ac4ec427-276,Chana Masala,,280,,,,,,,2025-12-16T13:42:42.743944,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,277,shree krishna veg menues,ac4ec427-277,Plain Palak,,300,,,,,,,2025-12-16T13:42:42.743948,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,278,shree krishna veg menues,ac4ec427-278,Lasuni Methi,,300,,,,,,,2025-12-16T13:42:42.743953,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,279,shree krishna veg menues,ac4ec427-279,Green Peas Masala....,,280,,,,,,,2025-12-16T13:42:42.743958,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,280,shree krishna veg menues,ac4ec427-280,Alu Jeera,,270,,,,,,,2025-12-16T13:42:42.743962,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,281,shree krishna veg menues,ac4ec427-281,Alu Muttar,,260,,,,,,,2025-12-16T13:42:42.743967,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,282,shree krishna veg menues,ac4ec427-282,Alu Gobi,,260,,,,,,,2025-12-16T13:42:42.743971,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,283,shree krishna veg menues,ac4ec427-283,Alu Methi,,260,,,,,,,2025-12-16T13:42:42.743976,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,284,shree krishna veg menues,ac4ec427-284,Alu Palak,,260,,,,,,,2025-12-16T13:42:42.743980,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,285,shree krishna veg menues,ac4ec427-285,Hyderabadi Biryani,,330,,,,,,,2025-12-16T13:42:42.743985,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,286,shree krishna veg menues,ac4ec427-286,Veg Biryani,,330,,,,,,,2025-12-16T13:42:42.743989,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,287,shree krishna veg menues,ac4ec427-287,Dal Khichadi,,290,,,,,,,2025-12-16T13:42:42.743998,,,,,
ac4ec427,shree krishna veg es,partner_menus.json,288,shree krishna veg menues,ac4ec427-288,Palak Khichadi,,270,,,,,,,2025-12-16T13:42:42.744006,,,,,
