item_id,vendor_id,vendor_name,source,source_index,source_vendor_name,title,description,price_cents,category,tags,calories,protein,fat,carbs,ingest_ts,calories_imputed_model,calories_source,calories_confidence,model_pred_calories,model_calories_confidence
3264c85c-120,3264c85c,swad gomantak,partner_menus.json,120,Swad Gomantak,Tisrya Sukka,,450,,,231.9229926582528,,,,2025-12-16T13:42:42.743257,True,manual_review,1.0,230.10735924375467,0.7
3264c85c-121,3264c85c,swad gomantak,partner_menus.json,121,Swad Gomantak,Tisrya Masala,,450,,,216.15593958455543,,,,2025-12-16T13:42:42.743261,True,manual_review,1.0,213.5630546468784,0.7
3264c85c-122,3264c85c,swad gomantak,partner_menus.json,122,Swad Gomantak,Tisrya Curry,,450,,,189.56055133016685,,,,2025-12-16T13:42:42.743266,True,manual_review,1.0,190.676696074856,0.7
3264c85c-123,3264c85c,swad gomantak,partner_menus.json,123,Swad Gomantak,Pomfret Tikhale,,689,,,231.9229926582528,,,,2025-12-16T13:42:42.743270,True,manual_review,1.0,231.24119634417366,0.7
3264c85c-124,3264c85c,swad gomantak,partner_menus.json,124,Swad Gomantak,Pomfret Tawa Masala,,689,,,216.15593958455543,,,,2025-12-16T13:42:42.743275,True,manual_review,1.0,216.63054545724293,0.7
3264c85c-125,3264c85c,swad gomantak,partner_menus.json,125,Swad Gomantak,Pomfret Konkan Curry,,689,,,189.56055133016685,,,,2025-12-16T13:42:42.743280,True,manual_review,1.0,189.95717127592178,0.7
3264c85c-126,3264c85c,swad gomantak,partner_menus.json,126,Swad Gomantak,Pomfret Curry,,689,,,189.56055133016685,,,,2025-12-16T13:42:42.743285,True,manual_review,1.0,190.7461532658589,0.7
3264c85c-127,3264c85c,swad gomantak,partner_menus.json,127,Swad Gomantak,Bangda Tawa Masala,,450,,,216.15593958455543,,,,2025-12-16T13:42:42.743289,True,manual_review,1.0,215.36216207455675,0.7
3264c85c-128,3264c85c,swad gomantak,partner_menus.json,128,Swad Gomantak,Bangda Tikhale,,450,,,231.9229926582528,,,,2025-12-16T13:42:42.743293,True,manual_review,1.0,231.2281089809668,0.7
3264c85c-129,3264c85c,swad gomantak,partner_menus.json,129,Swad Gomantak,Bangda Curry,,450,,,189.56055133016685,,,,2025-12-16T13:42:42.743298,True,manual_review,1.0,190.73355781748194,0.7
3264c85c-130,3264c85c,swad gomantak,partner_menus.json,130,Swad Gomantak,Bangda Konkan Curry,,450,,,189.56055133016685,,,,2025-12-16T13:42:42.743302,True,manual_review,1.0,189.94384166941046,0.7
3264c85c-131,3264c85c,swad gomantak,partner_menus.json,131,Swad Gomantak,Mutton Curry,,550,,,189.56055133016685,,,,2025-12-16T13:42:42.743306,True,manual_review,1.0,191.13725819233764,0.7
3264c85c-132,3264c85c,swad gomantak,partner_menus.json,132,Swad Gomantak,Mutton Sukka Dry,,550,,,231.9229926582528,,,,2025-12-16T13:42:42.743310,True,manual_review,1.0,223.11107028732985,0.7
3264c85c-133,3264c85c,swad gomantak,partner_menus.json,133,Swad Gomantak,Mutton Vade,,610,,,231.9229926582528,,,,2025-12-16T13:42:42.743315,True,manual_review,1.0,230.35911181698702,0.7
3264c85c-134,3264c85c,swad gomantak,partner_menus.json,134,Swad Gomantak,Mutton Handi,,550,,,229.50753370105,,,,2025-12-16T13:42:42.743320,True,manual_review,1.0,230.23757206024223,0.7
3264c85c-135,3264c85c,swad gomantak,partner_menus.json,135,Swad Gomantak,Mutton Maratha Handi,,550,,,229.50753370105,,,,2025-12-16T13:42:42.743325,True,manual_review,1.0,228.13177811161864,0.7
3264c85c-136,3264c85c,swad gomantak,partner_menus.json,136,Swad Gomantak,Mutton Masala,,550,,,216.15593958455543,,,,2025-12-16T13:42:42.743329,True,manual_review,1.0,216.38150947909236,0.7
3264c85c-137,3264c85c,swad gomantak,partner_menus.json,137,Swad Gomantak,Mutton Tawa Dry,,550,,,231.9229926582528,,,,2025-12-16T13:42:42.743333,True,manual_review,1.0,230.3911060544117,0.7
3264c85c-138,3264c85c,swad gomantak,partner_menus.json,138,Swad Gomantak,Veg Malwani Handi,,260,,,238.7045453701732,,,,2025-12-16T13:42:42.743338,True,manual_review,1.0,236.88544757852327,0.7
3264c85c-139,3264c85c,swad gomantak,partner_menus.json,139,Swad Gomantak,Mix Veg,,160,,,241.4495071229792,,,,2025-12-16T13:42:42.743342,True,manual_review,1.0,239.53263637815775,0.7
3264c85c-140,3264c85c,swad gomantak,partner_menus.json,140,Swad Gomantak,Paneer Handi,,270,,,262.58380835659244,,,,2025-12-16T13:42:42.743346,True,manual_review,1.0,262.4491778710755,0.7
3264c85c-141,3264c85c,swad gomantak,partner_menus.json,141,Swad Gomantak,Paneer Bhurji,,180,,,257.46609378107973,,,,2025-12-16T13:42:42.743350,True,manual_review,1.0,257.3334342726487,0.7
3264c85c-142,3264c85c,swad gomantak,partner_menus.json,142,Swad Gomantak,Matar Paneer,,170,,,262.58380835659244,,,,2025-12-16T13:42:42.743354,True,manual_review,1.0,260.80016820634444,0.7
3264c85c-143,3264c85c,swad gomantak,partner_menus.json,143,Swad Gomantak,Veg Handi,,250,,,238.7045453701732,,,,2025-12-16T13:42:42.743359,True,manual_review,1.0,238.138162687228,0.7
3264c85c-144,3264c85c,swad gomantak,partner_menus.json,144,Swad Gomantak,Veg Kadai,,250,,,241.4495071229792,,,,2025-12-16T13:42:42.743364,True,manual_review,1.0,238.50795589218885,0.7
3264c85c-145,3264c85c,swad gomantak,partner_menus.json,145,Swad Gomantak,Dal Fry,,120,,,189.03281738422348,,,,2025-12-16T13:42:42.743368,True,manual_review,1.0,193.53339203952595,0.7
3264c85c-146,3264c85c,swad gomantak,partner_menus.json,146,Swad Gomantak,Dal Tadka,,130,,,192.39131480365924,,,,2025-12-16T13:42:42.743373,True,manual_review,1.0,193.26099159506177,0.7
3264c85c-147,3264c85c,swad gomantak,partner_menus.json,147,Swad Gomantak,Veg Saguti,,170,,,241.4495071229792,,,,2025-12-16T13:42:42.743377,True,manual_review,1.0,239.53263637815775,0.7
3264c85c-148,3264c85c,swad gomantak,partner_menus.json,148,Swad Gomantak,Veg Tawa,,170,,,241.4495071229792,,,,2025-12-16T13:42:42.743381,True,manual_review,1.0,239.85464649076405,0.7
3264c85c-149,3264c85c,swad gomantak,partner_menus.json,149,Swad Gomantak,Paneer Butter Masala,,200,,,260.5765731664588,,,,2025-12-16T13:42:42.743386,True,manual_review,1.0,252.868773313688,0.7
3264c85c-150,3264c85c,swad gomantak,partner_menus.json,150,Swad Gomantak,Lasooni Dal,,130,,,189.03281738422348,,,,2025-12-16T13:42:42.743390,True,manual_review,1.0,190.27192427258697,0.7
3264c85c-151,3264c85c,swad gomantak,partner_menus.json,151,Swad Gomantak,Paneer Kadhai,,270,,,262.58380835659244,,,,2025-12-16T13:42:42.743394,True,manual_review,1.0,260.80016820634444,0.7
3264c85c-152,3264c85c,swad gomantak,partner_menus.json,152,Swad Gomantak,Green Peas Masala,,120,,,216.15593958455543,,,,2025-12-16T13:42:42.743398,True,manual_review,1.0,208.3335071428422,0.7
3264c85c-153,3264c85c,swad gomantak,partner_menus.json,153,Swad Gomantak,Shev Bhaji,,120,,,231.9229926582528,,,,2025-12-16T13:42:42.743402,True,manual_review,1.0,230.81846135222474,0.7
3264c85c-154,3264c85c,swad gomantak,partner_menus.json,154,Swad Gomantak,Egg Curry,,170,,,168.8506526529013,,,,2025-12-16T13:42:42.743407,True,manual_review,1.0,169.0646222792349,0.7
3264c85c-155,3264c85c,swad gomantak,partner_menus.json,155,Swad Gomantak,Egg Masala,,170,,,192.1321394254004,,,,2025-12-16T13:42:42.743411,True,manual_review,1.0,191.71994334527423,0.7
3264c85c-156,3264c85c,swad gomantak,partner_menus.json,156,Swad Gomantak,Egg Bhurji,,100,,,197.98728155366535,,,,2025-12-16T13:42:42.743415,True,manual_review,1.0,198.45291243559433,0.7
3264c85c-157,3264c85c,swad gomantak,partner_menus.json,157,Swad Gomantak,Egg Omelette,,90,,,158.1694180921944,,,,2025-12-16T13:42:42.743419,True,manual_review,1.0,162.0365511653303,0.7
3264c85c-158,3264c85c,swad gomantak,partner_menus.json,158,Swad Gomantak,Boiled Egg,,60,,,159.83892741332048,,,,2025-12-16T13:42:42.743423,True,manual_review,1.0,163.19168485762233,0.7
3264c85c-159,3264c85c,swad gomantak,partner_menus.json,159,Swad Gomantak,Prawns 65,,590,,,229.21689745534633,,,,2025-12-16T13:42:42.743428,True,manual_review,1.0,228.95267803902516,0.7
3264c85c-160,3264c85c,swad gomantak,partner_menus.json,160,Swad Gomantak,Tossed Prawns [8 Pieces],,590,,,232.1562205024661,,,,2025-12-16T13:42:42.743432,True,manual_review,1.0,232.59088971645684,0.7
3264c85c-161,3264c85c,swad gomantak,partner_menus.json,161,Swad Gomantak,Prawns Koliwada [8 Pieces],,590,,,232.1562205024661,,,,2025-12-16T13:42:42.743436,True,manual_review,1.0,231.67630781994976,0.7
3264c85c-162,3264c85c,swad gomantak,partner_menus.json,162,Swad Gomantak,Prawn Golden Fried,,490,,,231.9229926582528,,,,2025-12-16T13:42:42.743440,True,manual_review,1.0,229.33481150383776,0.7
3264c85c-163,3264c85c,swad gomantak,partner_menus.json,163,Swad Gomantak,Tossed Crab,,590,,,231.9229926582528,,,,2025-12-16T13:42:42.743445,True,manual_review,1.0,221.9143924401426,0.7
3264c85c-164,3264c85c,swad gomantak,partner_menus.json,164,Swad Gomantak,Crab Lollipop [6 Pieces],,400,,,232.1562205024661,,,,2025-12-16T13:42:42.743449,True,manual_review,1.0,231.4884273317707,0.7
3264c85c-165,3264c85c,swad gomantak,partner_menus.json,165,Swad Gomantak,Fish Fingers [6 Pieces],,340,,,257.2487734920038,,,,2025-12-16T13:42:42.743453,True,manual_review,1.0,255.6157740394724,0.7
3264c85c-166,3264c85c,swad gomantak,partner_menus.json,166,Swad Gomantak,Chicken Lollipop [6 Pieces],,300,,,214.7641847063396,,,,2025-12-16T13:42:42.743457,True,manual_review,1.0,214.66673285385278,0.7
3264c85c-167,3264c85c,swad gomantak,partner_menus.json,167,Swad Gomantak,Chicken Tava Fry,,250,,,199.4532884713104,,,,2025-12-16T13:42:42.743461,True,manual_review,1.0,199.94463114430627,0.7
3264c85c-168,3264c85c,swad gomantak,partner_menus.json,168,Swad Gomantak,Crab Lasooni Tadka,,590,,,214.57560914944168,,,,2025-12-16T13:42:42.743466,True,manual_review,1.0,213.6261804570807,0.7
3264c85c-169,3264c85c,swad gomantak,partner_menus.json,169,Swad Gomantak,Prawns Chilli,,490,,,231.9229926582528,,,,2025-12-16T13:42:42.743470,True,manual_review,1.0,230.27263125228876,0.7
3264c85c-170,3264c85c,swad gomantak,partner_menus.json,170,Swad Gomantak,Prawns Lasooni Tadka [6 Pieces],,590,,,226.98093275823192,,,,2025-12-16T13:42:42.743474,True,manual_review,1.0,226.27615076830438,0.7
3264c85c-171,3264c85c,swad gomantak,partner_menus.json,171,Swad Gomantak,Chicken Lasuni Tadka,,300,,,198.3467786478218,,,,2025-12-16T13:42:42.743478,True,manual_review,1.0,198.3376531651699,0.7
3264c85c-172,3264c85c,swad gomantak,partner_menus.json,172,Swad Gomantak,Tossed Prawns,,590,,,231.9229926582528,,,,2025-12-16T13:42:42.743482,True,manual_review,1.0,230.65782221130846,0.7
3264c85c-173,3264c85c,swad gomantak,partner_menus.json,173,Swad Gomantak,Prawns Tawa Fry,,490,,,231.9229926582528,,,,2025-12-16T13:42:42.743487,True,manual_review,1.0,231.24104594632456,0.7
3264c85c-174,3264c85c,swad gomantak,partner_menus.json,174,Swad Gomantak,Surmai Tawa Fry,,690,,,231.9229926582528,,,,2025-12-16T13:42:42.743491,True,manual_review,1.0,230.22707295194883,0.7
3264c85c-175,3264c85c,swad gomantak,partner_menus.json,175,Swad Gomantak,Pomfret Tawa Fry,,610,,,231.9229926582528,,,,2025-12-16T13:42:42.743495,True,manual_review,1.0,230.16792976047356,0.7
3264c85c-176,3264c85c,swad gomantak,partner_menus.json,176,Swad Gomantak,Bangada Tawa Fry,,250,,,231.9229926582528,,,,2025-12-16T13:42:42.743500,True,manual_review,1.0,223.26901945660063,0.7
3264c85c-177,3264c85c,swad gomantak,partner_menus.json,177,Swad Gomantak,Surmai Rava Fry,,690,,,231.9229926582528,,,,2025-12-16T13:42:42.743504,True,manual_review,1.0,231.3644587723265,0.7
3264c85c-178,3264c85c,swad gomantak,partner_menus.json,178,Swad Gomantak,Pomfret Rava Fry,,630,,,231.9229926582528,,,,2025-12-16T13:42:42.743508,True,manual_review,1.0,231.29876778399336,0.7
3264c85c-179,3264c85c,swad gomantak,partner_menus.json,179,Swad Gomantak,Prawns Rava Fry,,600,,,231.9229926582528,,,,2025-12-16T13:42:42.743512,True,manual_review,1.0,232.05944475657182,0.7
3264c85c-180,3264c85c,swad gomantak,partner_menus.json,180,Swad Gomantak,Bombil Rava Fry,,390,,,231.9229926582528,,,,2025-12-16T13:42:42.743516,True,manual_review,1.0,231.33449437810012,0.7
3264c85c-181,3264c85c,swad gomantak,partner_menus.json,181,Swad Gomantak,Mandeli Rava Fry,,260,,,231.9229926582528,,,,2025-12-16T13:42:42.743521,True,manual_review,1.0,231.43645823298877,0.7
3264c85c-182,3264c85c,swad gomantak,partner_menus.json,182,Swad Gomantak,Bangda Rava Fry,,490,,,231.9229926582528,,,,2025-12-16T13:42:42.743525,True,manual_review,1.0,231.2854672498986,0.7
3264c85c-183,3264c85c,swad gomantak,partner_menus.json,183,Swad Gomantak,Crab Masala,,590,,,216.15593958455543,,,,2025-12-16T13:42:42.743529,True,manual_review,1.0,216.00537721225308,0.7
3264c85c-184,3264c85c,swad gomantak,partner_menus.json,184,Swad Gomantak,Crab Sukka,,590,,,231.9229926582528,,,,2025-12-16T13:42:42.743535,True,manual_review,1.0,230.73015747762562,0.7
3264c85c-185,3264c85c,swad gomantak,partner_menus.json,185,Swad Gomantak,Crab Konkan Curry,,590,,,189.56055133016685,,,,2025-12-16T13:42:42.743539,True,manual_review,1.0,190.0065776901861,0.7
3264c85c-186,3264c85c,swad gomantak,partner_menus.json,186,Swad Gomantak,Crab Curry,,510,,,189.56055133016685,,,,2025-12-16T13:42:42.743543,True,manual_review,1.0,190.78357169219967,0.7
3264c85c-187,3264c85c,swad gomantak,partner_menus.json,187,Swad Gomantak,Solkadi,,70,,,231.9229926582528,,,,2025-12-16T13:42:42.743548,True,manual_review,1.0,230.93914922289497,0.7
3264c85c-188,3264c85c,swad gomantak,partner_menus.json,188,Swad Gomantak,Kokum Sharbat,,40,,,231.9229926582528,,,,2025-12-16T13:42:42.743552,True,manual_review,1.0,216.07711424604256,0.7
3264c85c-189,3264c85c,swad gomantak,partner_menus.json,189,Swad Gomantak,Mirgund Papad,,35,,,231.9229926582528,,,,2025-12-16T13:42:42.743556,True,manual_review,1.0,230.33011995492254,0.7
3264c85c-190,3264c85c,swad gomantak,partner_menus.json,190,Swad Gomantak,Roasted Papad,,20,,,251.78360965739108,,,,2025-12-16T13:42:42.743560,True,manual_review,1.0,240.44660957733296,0.7
3264c85c-191,3264c85c,swad gomantak,partner_menus.json,191,Swad Gomantak,Paneer 65 [8 Piece],,310,,,261.9464504814424,,,,2025-12-16T13:42:42.743565,True,manual_review,1.0,259.51994290854014,0.7
3264c85c-192,3264c85c,swad gomantak,partner_menus.json,192,Swad Gomantak,Paneer Chilly [8 Piece],,310,,,245.39464660877871,,,,2025-12-16T13:42:42.743569,True,manual_review,1.0,245.49038719777946,0.7
3264c85c-193,3264c85c,swad gomantak,partner_menus.json,193,Swad Gomantak,Surmai Fry [1 Pieces] With Prawns Curry & Steamed Rice,,699,,,215.7126828873808,,,,2025-12-16T13:42:42.743573,True,manual_review,1.0,215.11583596068618,0.7
3264c85c-194,3264c85c,swad gomantak,partner_menus.json,194,Swad Gomantak,Chicken Thali With Prawns Fry,,670,,,238.9530793112242,,,,2025-12-16T13:42:42.743577,True,manual_review,1.0,237.20311460058127,0.7
3264c85c-195,3264c85c,swad gomantak,partner_menus.json,195,Swad Gomantak,Chicken Thali With Surmai Fry,,670,,,238.9530793112242,,,,2025-12-16T13:42:42.743581,True,manual_review,1.0,237.9549886047405,0.7
3264c85c-196,3264c85c,swad gomantak,partner_menus.json,196,Swad Gomantak,Pomfret Fry With Prawns Curry & Steamed Rice,,599,,,209.74025726967608,,,,2025-12-16T13:42:42.743585,True,manual_review,1.0,209.2088998015687,0.7
3264c85c-197,3264c85c,swad gomantak,partner_menus.json,197,Swad Gomantak,Prawns Fry With Prawns Curry & Steamed Rice,,750,,,209.74025726967608,,,,2025-12-16T13:42:42.743592,True,manual_review,1.0,210.2123386577173,0.7
3264c85c-198,3264c85c,swad gomantak,partner_menus.json,198,Swad Gomantak,Bangda Fry With Prawns Curry & Steamed Rice,,490,,,209.74025726967608,,,,2025-12-16T13:42:42.743596,True,manual_review,1.0,209.85855063858003,0.7
3264c85c-199,3264c85c,swad gomantak,partner_menus.json,199,Swad Gomantak,Bombil Fry With Prawns Curry & Steamed Rice,,400,,,209.74025726967608,,,,2025-12-16T13:42:42.743600,True,manual_review,1.0,211.65863574553705,0.7
3264c85c-200,3264c85c,swad gomantak,partner_menus.json,200,Swad Gomantak,Chicken Thali With Bangda Fry,,580,,,238.9530793112242,,,,2025-12-16T13:42:42.743605,True,manual_review,1.0,237.20979648058707,0.7
3264c85c-201,3264c85c,swad gomantak,partner_menus.json,201,Swad Gomantak,Chicken Thali With Bombil Fry,,580,,,238.9530793112242,,,,2025-12-16T13:42:42.743609,True,manual_review,1.0,237.76705823255986,0.7
3264c85c-202,3264c85c,swad gomantak,partner_menus.json,202,Swad Gomantak,Kolambi Bhaat,,550,,,231.9229926582528,,,,2025-12-16T13:42:42.743613,True,manual_review,1.0,230.37735367469583,0.7
3264c85c-203,3264c85c,swad gomantak,partner_menus.json,203,Swad Gomantak,Prawns Biryani,,599,,,206.7983617084244,,,,2025-12-16T13:42:42.743617,True,manual_review,1.0,214.09629873901582,0.7
3264c85c-204,3264c85c,swad gomantak,partner_menus.json,204,Swad Gomantak,Mutton Biryani,,590,,,206.7983617084244,,,,2025-12-16T13:42:42.743621,True,manual_review,1.0,213.38780233946113,0.7
3264c85c-205,3264c85c,swad gomantak,partner_menus.json,205,Swad Gomantak,Fish Biryani,,699,,,237.00106738505528,,,,2025-12-16T13:42:42.743626,True,manual_review,1.0,237.344848660789,0.7
3264c85c-206,3264c85c,swad gomantak,partner_menus.json,206,Swad Gomantak,Chicken Biryani,,450,,,186.62890785880268,,,,2025-12-16T13:42:42.743630,True,manual_review,1.0,187.315743134159,0.7
3264c85c-207,3264c85c,swad gomantak,partner_menus.json,207,Swad Gomantak,Egg Biryani,,350,,,184.02625647483077,,,,2025-12-16T13:42:42.743634,True,manual_review,1.0,184.56573069477105,0.7
3264c85c-208,3264c85c,swad gomantak,partner_menus.json,208,Swad Gomantak,Veg Biryani,,290,,,219.081628038072,,,,2025-12-16T13:42:42.743638,True,manual_review,1.0,219.33621846223664,0.7
3264c85c-209,3264c85c,swad gomantak,partner_menus.json,209,Swad Gomantak,Dal Khichdi,,250,,,129.2481151929424,,,,2025-12-16T13:42:42.743643,True,manual_review,1.0,137.1155798734651,0.7
3264c85c-210,3264c85c,swad gomantak,partner_menus.json,210,Swad Gomantak,Jeera Rice,,110,,,208.6301268408624,,,,2025-12-16T13:42:42.743647,True,manual_review,1.0,209.58459597751957,0.7
3264c85c-211,3264c85c,swad gomantak,partner_menus.json,211,Swad Gomantak,Plain Rice,,89,,,208.6301268408624,,,,2025-12-16T13:42:42.743651,True,manual_review,1.0,208.74145482026202,0.7
3264c85c-212,3264c85c,swad gomantak,partner_menus.json,212,Swad Gomantak,Paneer Biryani,,300,,,238.89055290636676,,,,2025-12-16T13:42:42.743655,True,manual_review,1.0,239.74354790979902,0.7
3264c85c-213,3264c85c,swad gomantak,partner_menus.json,213,Swad Gomantak,Surmai Chatpata Biryani,,599,,,206.7983617084244,,,,2025-12-16T13:42:42.743660,True,manual_review,1.0,207.04214889423162,0.7
3264c85c-214,3264c85c,swad gomantak,partner_menus.json,214,Swad Gomantak,Crab Lahsuni Biryani,,599,,,206.7983617084244,,,,2025-12-16T13:42:42.743664,True,manual_review,1.0,207.02542449991503,0.7
3264c85c-215,3264c85c,swad gomantak,partner_menus.json,215,Swad Gomantak,Pomfret Fry Biryani,,599,,,206.7983617084244,,,,2025-12-16T13:42:42.743668,True,manual_review,1.0,207.5326800808983,0.7
3264c85c-216,3264c85c,swad gomantak,partner_menus.json,216,Swad Gomantak,Mutton Kolhapuri Biryani,,550,,,206.7983617084244,,,,2025-12-16T13:42:42.743672,True,manual_review,1.0,208.19266822038477,0.7
3264c85c-217,3264c85c,swad gomantak,partner_menus.json,217,Swad Gomantak,Chicken Kolhapuri Biryani,,350,,,190.04031986127225,,,,2025-12-16T13:42:42.743676,True,manual_review,1.0,192.95162260630087,0.7
3264c85c-218,3264c85c,swad gomantak,partner_menus.json,218,Swad Gomantak,Bangda Fry Masala Biryani,,450,,,194.88511362487617,,,,2025-12-16T13:42:42.743681,True,manual_review,1.0,196.35060533966129,0.7
3264c85c-219,3264c85c,swad gomantak,partner_menus.json,219,Swad Gomantak,Veg Kolhapuri Biryani,,300,,,219.081628038072,,,,2025-12-16T13:42:42.743685,True,manual_review,1.0,217.33906903748579,0.7
3264c85c-220,3264c85c,swad gomantak,partner_menus.json,220,Swad Gomantak,Crab Lasuni Biryani,,599,,,206.7983617084244,,,,2025-12-16T13:42:42.743689,True,manual_review,1.0,208.37872442753803,0.7
3264c85c-221,3264c85c,swad gomantak,partner_menus.json,221,Swad Gomantak,Chicken Lasooni Tadka [6 Pieces](soup),,330,,,206.55548167708068,,,,2025-12-16T13:42:42.743693,True,manual_review,1.0,206.80085965160163,0.7
3264c85c-222,3264c85c,swad gomantak,partner_menus.json,222,Swad Gomantak,Chicken Chilli,,300,,,199.4532884713104,,,,2025-12-16T13:42:42.743698,True,manual_review,1.0,200.56041581608798,0.7
3264c85c-223,3264c85c,swad gomantak,partner_menus.json,223,Swad Gomantak,Crab Soup,,280,,,231.9229926582528,,,,2025-12-16T13:42:42.743702,True,manual_review,1.0,231.09301850118334,0.7
3264c85c-224,3264c85c,swad gomantak,partner_menus.json,224,Swad Gomantak,Chicken Soup,,180,,,199.4532884713104,,,,2025-12-16T13:42:42.743707,True,manual_review,1.0,201.19019080507326,0.7
3264c85c-225,3264c85c,swad gomantak,partner_menus.json,225,Swad Gomantak,Prawns Soup,,280,,,231.9229926582528,,,,2025-12-16T13:42:42.743712,True,manual_review,1.0,231.7176543359936,0.7
3264c85c-226,3264c85c,swad gomantak,partner_menus.json,226,Swad Gomantak,Chicken Clear Soup,,140,,,199.4532884713104,,,,2025-12-16T13:42:42.743716,True,manual_review,1.0,208.98621704470403,0.7
3264c85c-227,3264c85c,swad gomantak,partner_menus.json,227,Swad Gomantak,Potato Bhaji,,120,,,231.9229926582528,,,,2025-12-16T13:42:42.743720,True,manual_review,1.0,230.6959726045221,0.7
3264c85c-228,3264c85c,swad gomantak,partner_menus.json,228,Swad Gomantak,Veg Soup,,140,,,241.4495071229792,,,,2025-12-16T13:42:42.743726,True,manual_review,1.0,240.25586382495604,0.7
3264c85c-229,3264c85c,swad gomantak,partner_menus.json,229,Swad Gomantak,Mutton Soup,,190,,,231.9229926582528,,,,2025-12-16T13:42:42.743731,True,manual_review,1.0,231.48764101512575,0.7
3264c85c-230,3264c85c,swad gomantak,partner_menus.json,230,Swad Gomantak,Mutton Clear Soup,,180,,,231.9229926582528,,,,2025-12-16T13:42:42.743735,True,manual_review,1.0,230.28401785218307,0.7
3264c85c-231,3264c85c,swad gomantak,partner_menus.json,231,Swad Gomantak,Chicken Tawa Fry,,330,,,199.4532884713104,,,,2025-12-16T13:42:42.743739,True,manual_review,1.0,202.28458618355597,0.7
3264c85c-232,3264c85c,swad gomantak,partner_menus.json,232,Swad Gomantak,Chicken Oil Fry [8 Pieces],,300,,,214.7641847063396,,,,2025-12-16T13:42:42.743744,True,manual_review,1.0,211.83355057398387,0.7
3264c85c-233,3264c85c,swad gomantak,partner_menus.json,233,Swad Gomantak,Rice Bhakri,,49,,,208.6301268408624,,,,2025-12-16T13:42:42.743748,True,manual_review,1.0,208.7996003811909,0.7
3264c85c-234,3264c85c,swad gomantak,partner_menus.json,234,Swad Gomantak,Chapati,,29,,,291.0084834805142,,,,2025-12-16T13:42:42.743752,True,manual_review,1.0,288.5749821856849,0.7
3264c85c-235,3264c85c,swad gomantak,partner_menus.json,235,Swad Gomantak,Vada [2 Pieces],,70,,,236.8813954790629,,,,2025-12-16T13:42:42.743757,True,manual_review,1.0,235.8830507785235,0.7
ac4ec427-236,ac4ec427,shree krishna veg es,partner_menus.json,236,shree krishna veg menues,Kaju Paneer Masala,,360,,,208.59596809128143,,,,2025-12-16T13:42:42.743762,True,manual_review,1.0,208.36017729673551,0.7
ac4ec427-237,ac4ec427,shree krishna veg es,partner_menus.json,237,shree krishna veg menues,Paneer Tikka Masala,,360,,,199.45859524420644,,,,2025-12-16T13:42:42.743767,True,manual_review,1.0,199.76572128642482,0.7
ac4ec427-238,ac4ec427,shree krishna veg es,partner_menus.json,238,shree krishna veg menues,Palak Paneer,,330,,,233.9851659676474,,,,2025-12-16T13:42:42.743772,True,manual_review,1.0,237.52090707316788,0.7
ac4ec427-239,ac4ec427,shree krishna veg es,partner_menus.json,239,shree krishna veg menues,Paneer Tawa Masala..,,360,,,208.59596809128143,,,,2025-12-16T13:42:42.743776,True,manual_review,1.0,209.71289103931966,0.7
ac4ec427-240,ac4ec427,shree krishna veg es,partner_menus.json,240,shree krishna veg menues,Kofta Zaikedar,,360,,,188.69778242687508,,,,2025-12-16T13:42:42.743780,True,manual_review,1.0,191.25766415226943,0.7
ac4ec427-241,ac4ec427,shree krishna veg es,partner_menus.json,241,shree krishna veg menues,Nargis Kofta Curry.,,340,,,191.11333107459507,,,,2025-12-16T13:42:42.743785,True,manual_review,1.0,190.94128496351777,0.7
ac4ec427-242,ac4ec427,shree krishna veg es,partner_menus.json,242,shree krishna veg menues,Paneer Rajwadi,,360,,,217.7053222501472,,,,2025-12-16T13:42:42.743789,True,manual_review,1.0,217.6998543943877,0.7
ac4ec427-243,ac4ec427,shree krishna veg es,partner_menus.json,243,shree krishna veg menues,Paneer Lazeez.,,350,,,217.7053222501472,,,,2025-12-16T13:42:42.743794,True,manual_review,1.0,217.63961883081902,0.7
ac4ec427-244,ac4ec427,shree krishna veg es,partner_menus.json,244,shree krishna veg menues,Maharaja Veg,,330,,,199.0912970828267,,,,2025-12-16T13:42:42.743798,True,manual_review,1.0,194.61641060513224,0.7
ac4ec427-245,ac4ec427,shree krishna veg es,partner_menus.json,245,shree krishna veg menues,Paneer Butter Masala..,,360,,,225.627139237863,,,,2025-12-16T13:42:42.743803,True,manual_review,1.0,223.64655065343095,0.7
ac4ec427-246,ac4ec427,shree krishna veg es,partner_menus.json,246,shree krishna veg menues,Paneer Bhurji,,360,,,223.10196694412377,,,,2025-12-16T13:42:42.743807,True,manual_review,1.0,223.90392069480322,0.7
ac4ec427-247,ac4ec427,shree krishna veg es,partner_menus.json,247,shree krishna veg menues,Subz Maratha,,360,,,188.69778242687508,,,,2025-12-16T13:42:42.743811,True,manual_review,1.0,188.83050490287096,0.7
ac4ec427-248,ac4ec427,shree krishna veg es,partner_menus.json,248,shree krishna veg menues,Paneer Amritsari,,360,,,217.7053222501472,,,,2025-12-16T13:42:42.743816,True,manual_review,1.0,217.6998543943877,0.7
ac4ec427-249,ac4ec427,shree krishna veg es,partner_menus.json,249,shree krishna veg menues,Subz Patiala,,360,,,188.69778242687508,,,,2025-12-16T13:42:42.743820,True,manual_review,1.0,188.8674448543594,0.7
